ID,Reaction,Node
MALSO3tm_Neuron,mal-L[cN] + so3[mN] <=> mal-L[mN] + so3[cN],Neuron
MALSO4tm_Neuron,mal-L[cN] + so4[mN] <=> mal-L[mN] + so4[cN],Neuron
MALTSULtm_Neuron,mal-L[cN] + tsul[mN] <=> mal-L[mN] + tsul[cN],Neuron
MALtm_Neuron,mal-L[cN] + pi[mN] <=> mal-L[mN] + pi[cN],Neuron
MCCCrm_Neuron,3mb2coa[mN] + atp[mN] + hco3[mN] <=> 3mgcoa[mN] + adp[mN] + h[mN] + pi[mN],Neuron
MDH_Neuron,mal-L[cN] + nad[cN] <=> h[cN] + nadh[cN] + oaa[cN],Neuron
MDHm_Neuron,mal-L[mN] + nad[mN] <=> h[mN] + nadh[mN] + oaa[mN],Neuron
ME2m_Neuron,mal-L[mN] + nadp[mN] --> co2[mN] + nadph[mN] + pyr[mN],Neuron
MECOALm_Neuron,atp[mN] + coa[mN] + mescon[mN] <=> adp[mN] + mescoa[mN] + pi[mN],Neuron
MECOAS1m_Neuron,coa[mN] + gtp[mN] + mescon[mN] <=> gdp[mN] + mescoa[mN] + pi[mN],Neuron
MGCHrm_Neuron,3mgcoa[mN] + h2o[mN] <=> hmgcoa[mN],Neuron
MMCDm_Neuron,h[mN] + mmcoa-S[mN] --> co2[mN] + ppcoa[mN],Terminal
MMEm_Neuron,mmcoa-R[mN] <=> mmcoa-S[mN],Neuron
MMMm_Neuron,mmcoa-R[mN] <=> succoa[mN],Neuron
MMSAD1m_Neuron,2mop[mN] + coa[mN] + nad[mN] --> co2[mN] + nadh[mN] + ppcoa[mN],Neuron
MMSAD3m_Neuron,coa[mN] + msa[mN] + nad[mN] --> accoa[mN] + co2[mN] + nadh[mN],Neuron
MTHFCm_Neuron,h2o[mN] + methf[mN] <=> 10fthf[mN] + h[mN],Neuron
MTHFDm_Neuron,mlthf[mN] + nadp[mN] <=> methf[mN] + nadph[mN],Terminal
NABTNOm_Neuron,h2o[mN] + n4abutn[mN] + nad[mN] --> 4aabutn[mN] + 2.0 h[mN] + nadh[mN],Neuron
NADH2-u10m_Neuron,5.0 h[mN] + nadh[mN] + q10[mN] --> 4.0 h[cN] + nad[mN] + q10h2[mN],Neuron
NDPK10m_Neuron,atp[mN] + didp[mN] <=> adp[mN] + ditp[mN],Neuron
NDPK1m_Neuron,atp[mN] + gdp[mN] <=> adp[mN] + gtp[mN],Neuron
NDPK2m_Neuron,atp[mN] + udp[mN] <=> adp[mN] + utp[mN],Neuron
NDPK3m_Neuron,atp[mN] + cdp[mN] <=> adp[mN] + ctp[mN],Neuron
NDPK4m_Neuron,atp[mN] + dtdp[mN] <=> adp[mN] + dttp[mN],Neuron
NDPK5m_Neuron,atp[mN] + dgdp[mN] <=> adp[mN] + dgtp[mN],Neuron
NDPK6m_Neuron,atp[mN] + dudp[mN] <=> adp[mN] + dutp[mN],Neuron
NDPK7m_Neuron,atp[mN] + dcdp[mN] <=> adp[mN] + dctp[mN],Neuron
NDPK8m_Neuron,atp[mN] + dadp[mN] <=> adp[mN] + datp[mN],Neuron
NDPK9m_Neuron,atp[mN] + idp[mN] <=> adp[mN] + itp[mN],Neuron
NH4t3r_Neuron,h[I] + nh4[cN] <=> h[cN] + nh4[I],Neuron
NMNATm_Neuron,atp[mN] + h[mN] + nmn[mN] --> nad[mN] + ppi[mN],Neuron
NNATm_Neuron,atp[mN] + h[mN] + nicrnt[mN] --> dnad[mN] + ppi[mN],Neuron
NTD1m_Neuron,dump[mN] + h2o[mN] --> duri[mN] + pi[mN],Neuron
NTD2m_Neuron,h2o[mN] + ump[mN] --> pi[mN] + uri[mN],Neuron
NTD5m_Neuron,dtmp[mN] + h2o[mN] --> pi[mN] + thymd[mN],Neuron
NaKt_Neuron,atp[cN] + h2o[cN] + 2.0 k[I] + 3.0 na1[cN] --> adp[cN] + h[cN] + 2.0 k[cN] + 3.0 na1[I] + pi[cN],Neuron
O2St_Neuron,o2s[cN] <=> o2s[I],Neuron
O2Stm_Neuron,o2s[cN] <=> o2s[mN],Neuron
O2t_Neuron,o2[I] <=> o2[cN],Neuron
O2tm_Neuron,o2[cN] <=> o2[mN],Neuron
OCOAT1m_Neuron,acac[mN] + succoa[mN] <=> aacoa[mN] + succ[mN],Neuron
OIVD1m_Neuron,4mop[mN] + coa[mN] + nad[mN] --> co2[mN] + ivcoa[mN] + nadh[mN],Neuron
OIVD2m_Neuron,3mob[mN] + coa[mN] + nad[mN] --> co2[mN] + ibcoa[mN] + nadh[mN],Neuron
OIVD3m_Neuron,3mop[mN] + coa[mN] + nad[mN] --> 2mbcoa[mN] + co2[mN] + nadh[mN],Neuron
ORNTArm_Neuron,akg[mN] + orn[mN] <=> glu-L[mN] + glu5sa[mN],Neuron
ORNt3m_Neuron,h[cN] + orn[mN] <=> h[mN] + orn[cN],Neuron
ORNt4m_Neuron,citr-L[cN] + h[cN] + orn[mN] <=> citr-L[mN] + h[mN] + orn[cN],Neuron
ORNtiDF_Neuron,orn[I] --> orn[cN],Neuron
P45011A1m_Neuron,chsterol[mN] + h[mN] + nadph[mN] + 2.0 o2[mN] --> 4mptnl[mN] + 2.0 h2o[mN] + nadp[mN] + prgnlone[mN],Neuron
P5CDm_Neuron,1pyr5c[mN] + 2.0 h2o[mN] + nad[mN] --> glu-L[mN] + h[mN] + nadh[mN],Terminal
PCFLOPm_Neuron,atp[cN] + h2o[cN] + pchol_hs[mN] --> adp[cN] + h[cN] + pchol_hs[cN] + pi[cN],Neuron
PDHm_Neuron,coa[mN] + nad[mN] + pyr[mN] --> accoa[mN] + co2[mN] + nadh[mN],Neuron
PEFLIP_Neuron,atp[cN] + h2o[cN] + pe_hs[I] --> adp[cN] + h[cN] + pe_hs[cN] + pi[cN],Neuron
PEFLIPm_Neuron,atp[cN] + h2o[cN] + pe_hs[cN] --> adp[cN] + h[cN] + pe_hs[mN] + pi[cN],Neuron
PETOHMm_hs_Neuron,3.0 amet[mN] + pe_hs[mN] --> 3.0 ahcys[mN] + 3.0 h[mN] + pchol_hs[mN],Neuron
PFK_Neuron,atp[cN] + f6p[cN] --> adp[cN] + fdp[cN] + h[cN],Neuron
PGI_Neuron,g6p[cN] <=> f6p[cN],Neuron
PGK_Neuron,3pg[cN] + atp[cN] <=> 13dpg[cN] + adp[cN],Neuron
PGL_Neuron,6pgl[cN] + h2o[cN] --> 6pgc[cN] + h[cN],Neuron
PGM_Neuron,2pg[cN] <=> 3pg[cN],Neuron
PHCDm_Neuron,1p3h5c[mN] + 2.0 h2o[mN] + nad[mN] --> e4hglu[mN] + h[mN] + nadh[mN],Terminal
PHCHGSm_Neuron,1p3h5c[mN] + h2o[mN] + h[mN] <=> 4hglusa[mN],Neuron
PHEMEtm_Neuron,pheme[mN] <=> pheme[cN],Neuron
PHETA1m_Neuron,akg[mN] + phe-L[mN] <=> glu-L[mN] + phpyr[mN],Neuron
PIt2m_Neuron,h[cN] + pi[cN] <=> h[mN] + pi[mN],Neuron
PIt7_Neuron,3.0 na1[I] + pi[I] <=> 3.0 na1[cN] + pi[cN],Neuron
PNTKm_Neuron,atp[mN] + pnto-R[mN] --> 4ppan[mN] + adp[mN] + h[mN],Neuron
PPA_Neuron,h2o[cN] + ppi[cN] --> h[cN] + 2.0 pi[cN],Neuron
PPA2m_Neuron,h2o[mN] + pppi[mN] --> h[mN] + pi[mN] + ppi[mN],Neuron
PPAm_Neuron,h2o[mN] + ppi[mN] --> h[mN] + 2.0 pi[mN],Neuron
PPAt_Neuron,ppa[I] --> ppa[cN],Neuron
PPAtm_Neuron,ppa[cN] --> ppa[mN],Neuron
PPBNGS_Neuron,2.0 5aop[cN] --> 2.0 h2o[cN] + h[cN] + ppbng[cN],Neuron
PPCOACm_Neuron,atp[mN] + hco3[mN] + ppcoa[mN] --> adp[mN] + h[mN] + mmcoa-S[mN] + pi[mN],Neuron
PPCOAOm_Neuron,fad[mN] + ppcoa[mN] --> fadh2[mN] + prpncoa[mN],Neuron
PPPG9tm_Neuron,pppg9[cN] <=> pppg9[mN],Neuron
PPPGOm_Neuron,3.0 o2[mN] + 2.0 pppg9[mN] --> 6.0 h2o[mN] + 2.0 ppp9[mN],Neuron
PRGNLONEtm_Neuron,prgnlone[cN] <=> prgnlone[mN],Neuron
PRO1xm_Neuron,nad[mN] + pro-L[mN] --> 1pyr5c[mN] + 2.0 h[mN] + nadh[mN],Neuron
PROD2m_Neuron,fad[mN] + pro-L[mN] --> 1pyr5c[mN] + fadh2[mN] + h[mN],Neuron
PROt2r_Neuron,h[I] + pro-L[I] <=> h[cN] + pro-L[cN],Neuron
PROtm_Neuron,pro-L[cN] <=> pro-L[mN],Neuron
PRPNCOAHYDm_Neuron,h2o[mN] + prpncoa[mN] --> 3hpcoa[mN],Terminal
PSFLIP_Neuron,atp[cN] + h2o[cN] + ps_hs[I] --> adp[cN] + h[cN] + pi[cN] + ps_hs[cN],Neuron
PSFLIPm_Neuron,atp[cN] + h2o[cN] + ps_hs[cN] --> adp[cN] + h[cN] + pi[cN] + ps_hs[mN],Neuron
PYK_Neuron,adp[cN] + h[cN] + pep[cN] --> atp[cN] + pyr[cN],Neuron
PYLALDOXm_Neuron,h2o[mN] + nad[mN] + pylald[mN] --> 2.0 h[mN] + nadh[mN] + peracd[mN],Neuron
PYRt2m_Neuron,h[cN] + pyr[cN] <=> h[mN] + pyr[mN],Neuron
PYRt2r_Neuron,h[I] + pyr[I] <=> h[cN] + pyr[cN],Neuron
RPE_Neuron,ru5p-D[cN] <=> xu5p-D[cN],Neuron
RPI_Neuron,r5p[cN] <=> ru5p-D[cN],Neuron
SACCD3m_Neuron,akg[mN] + h[mN] + lys-L[mN] + nadph[mN] --> h2o[mN] + nadp[mN] + saccrp-L[mN],Neuron
SACCD4m_Neuron,h2o[mN] + nadp[mN] + saccrp-L[mN] --> L2aadp6sa[mN] + glu-L[mN] + h[mN] + nadph[mN],Neuron
SARCStm_Neuron,sarcs[cN] --> sarcs[mN],Neuron
SARDHm_Neuron,fad[mN] + sarcs[mN] + thf[mN] --> fadh2[mN] + gly[mN] + mlthf[mN],Neuron
SERGLNexR_Neuron,gln-L[cN] + ser-L[I] --> gln-L[I] + ser-L[cN],Neuron
SERGLYexR_Neuron,gly[cN] + ser-L[I] <=> gly[I] + ser-L[cN],Neuron
SERt4_Neuron,na1[I] + ser-L[I] --> na1[cN] + ser-L[cN],Neuron
SLDxm_Neuron,nad[mN] + sl-L[mN] <=> 3spyr[mN] + h[mN] + nadh[mN],Neuron
SPODMm_Neuron,2.0 h[mN] + 2.0 o2s[mN] --> h2o2[mN] + o2[mN],Neuron
SSALxm_Neuron,h2o[mN] + nad[mN] + sucsal[mN] --> 2.0 h[mN] + nadh[mN] + succ[mN],Neuron
SUCCt2m_Neuron,pi[mN] + succ[cN] <=> pi[cN] + succ[mN],Neuron
SUCD1m_Neuron,fad[mN] + succ[mN] <=> fadh2[mN] + fum[mN],Neuron
SUCOAS1m_Neuron,coa[mN] + gtp[mN] + succ[mN] --> gdp[mN] + pi[mN] + succoa[mN],Neuron
SUCOASm_Neuron,atp[mN] + coa[mN] + succ[mN] --> adp[mN] + pi[mN] + succoa[mN],Neuron
SULFOX_Neuron,2.0 ficytC[mN] + h2o[cN] + so3[cN] --> 2.0 focytC[mN] + 2.0 h[cN] + so4[cN],Neuron
T2M26DCOAHLm_Neuron,h2o[mN] + t2m26dcoa[mN] <=> 3h26dm5coa[mN],Neuron
T4HCINNMFM_Neuron,34hpl[mN] --> T4hcinnm[mN] + h2o[mN],Neuron
TALA_Neuron,g3p[cN] + s7p[cN] <=> e4p[cN] + f6p[cN],Neuron
TCYNTt_Neuron,tcynt[cN] --> tcynt[I],Neuron
TCYNTtm_Neuron,tcynt[mN] --> tcynt[cN],Neuron
THD1m_Neuron,h[cN] + nadh[mN] + nadp[mN] <=> h[mN] + nad[mN] + nadph[mN],Neuron
THFtm_Neuron,thf[cN] <=> thf[mN],Neuron
THYMDt1_Neuron,thymd[I] --> thymd[cN],Neuron
TKT1_Neuron,r5p[cN] + xu5p-D[cN] <=> g3p[cN] + s7p[cN],Neuron
TKT2_Neuron,e4p[cN] + xu5p-D[cN] <=> f6p[cN] + g3p[cN],Neuron
TMDK1m_Neuron,atp[mN] + thymd[mN] --> adp[mN] + dtmp[mN] + h[mN],Neuron
TPI_Neuron,dhap[cN] <=> g3p[cN],Neuron
TRDRm_Neuron,h[mN] + nadph[mN] + trdox[mN] --> nadp[mN] + trdrd[mN],Neuron
TYRTAm_Neuron,akg[mN] + tyr-L[mN] <=> 34hpp[mN] + glu-L[mN],Neuron
UPP3S_Neuron,hmbil[cN] --> h2o[cN] + uppg3[cN],Neuron
UPPDC1_Neuron,4.0 h[cN] + uppg3[cN] --> 4.0 co2[cN] + cpppg3[cN],Neuron
URIt_Neuron,uri[I] <=> uri[cN],Neuron
VALTA_Neuron,akg[cN] + val-L[cN] <=> 3mob[cN] + glu-L[cN],Neuron
VALTAm_Neuron,akg[mN] + val-L[mN] <=> 3mob[mN] + glu-L[mN],Neuron
VALt5m_Neuron,val-L[cN] <=> val-L[mN],Neuron
VALtec_Neuron,val-L[I] <=> val-L[cN],Neuron
VITD2Hm_Neuron,h[mN] + nadph[mN] + o2[mN] + vitd2[mN] --> 25hvitd2[mN] + h2o[mN] + nadp[mN],Neuron
VITD2tm_Neuron,vitd2[mN] <=> vitd2[cN],Neuron
VITD3Hm_Neuron,h[mN] + nadph[mN] + o2[mN] + vitd3[mN] --> 25hvitd3[mN] + h2o[mN] + nadp[mN],Neuron
VITD3tm_Neuron,vitd3[mN] --> vitd3[cN],Neuron
VITD3tm3_Neuron,vitd3[cN] --> vitd3[mN],Neuron
MTDNAploym_Neuron,9218.0 datp[mN] + 7350.0 dctp[mN] + 7350.0 dgtp[mN] + 9218.0 dttp[mN] + mtDNAn-1[mN] --> mtDNAn[mN] + 33136.0 ppi[mN],Neuron
MTDNAdpolym_Neuron,33136.0 h2o[mN] + mtDNAn[mN] --> 9218.0 damp[mN] + 7350.0 dcmp[mN] + 7350.0 dgmp[mN] + 9218.0 dtmp[mN] + 33136.0 h[mN] + mtDNAn-1[mN],Neuron
DAKm_Neuron,damp[mN] + gtp[mN] --> dadp[mN] + gdp[mN],Neuron
DTKm_Neuron,atp[mN] + dtmp[mN] --> adp[mN] + dtdp[mN],Neuron
DCKm_Neuron,atp[mN] + dcmp[mN] --> adp[mN] + dcdp[mN],Neuron
DGKm_Neuron,atp[mN] + dgmp[mN] --> adp[mN] + dgdp[mN],Neuron
NH3tm_Neuron,h[mN] + nh4[cN] <=> h[cN] + nh4[mN],Neuron
NDPK1_Neuron,atp[cN] + gdp[cN] --> adp[cN] + gtp[cN],Neuron
NACASPtm_Neuron,Nacasp[mN] <=> Nacasp[cN],Neuron
NACASPt_Neuron,Nacasp[cN] --> Nacasp[I],Neuron
GGNG_Neuron,Tyr-ggn[cN] + 8.0 udpg[cN] --> ggn[cN] + 8.0 h[cN] + 8.0 udp[cN],Neuron
GLGNS1_Neuron,ggn[cN] + 3.0 udpg[cN] --> glygn1[cN] + 3.0 h[cN] + 3.0 udp[cN],Neuron
GLBRAN_Neuron,glygn1[cN] --> glygn2[cN],Neuron
GLDBRAN_Neuron,dxtrn[cN] + h2o[cN] --> glc-D[cN] + glygn3[cN],Neuron
SERtm_Neuron,ser-L[cN] <=> ser-L[mN],Neuron
UREAt_Neuron,urea[I] <=> urea[cN],Neuron
UREAtm_Neuron,urea[cN] <=> urea[mN],Neuron
GLNtN1_Neuron,gln-L[I] + h[cN] + na1[I] <=> gln-L[cN] + h[I] + na1[cN],Neuron
DM_4mptnl(m)_Neuron,4mptnl[mN] -->,Terminal
DM_prgnlone(c)_Neuron,prgnlone[cN] -->,Terminal
DM_nadph(c)_Neuron,nadph[cN] --> h[cN] + nadp[cN],Terminal
DM_atp(m)_Neuron,atp[mN] + h2o[mN] --> adp[mN] + h[mN] + pi[mN],Terminal
sink_chsterol_Neuron,--> chsterol[cN],Terminal
DM_1a2425thvitd3_Neuron,1a2425thvitd3[mN] -->,Terminal
DM_1a2425thvitd2_Neuron,1a2425thvitd2[mN] -->,Terminal
sink_vitd3_Neuron,--> vitd3[cN],Terminal
sink_vitd2_Neuron,--> vitd2[cN],Terminal
CKc_Neuron,atp[cN] + creat[cN] --> adp[cN] + pcreat[cN],Neuron
CREATtmdiffir_Neuron,creat[cN] --> creat[mN],Neuron
PCREATtmdiffir_Neuron,pcreat[mN] --> pcreat[cN],Neuron
ALATA_L_Neuron,akg[cN] + ala-L[cN] <=> glu-L[cN] + pyr[cN],Neuron
ALATA_Lm_Neuron,akg[mN] + ala-L[mN] <=> glu-L[mN] + pyr[mN],Neuron
ALAtN1_Neuron,ala-L[I] <=> ala-L[cN],Neuron
DM_pchol_hs_Neuron,pchol_hs[cN] -->,Terminal
PSDm_hs_Neuron,h[mN] + ps_hs[mN] --> co2[mN] + pe_hs[mN],Terminal
Kt_Neuron,k[cN] --> k[I],Neuron
HtrnsEX_Neuron,h[e] <=> h[cN],Neuron
NaEX_Neuron,na1[e] <=> na1[cN],Neuron
GLCt1r_Neuron,glc-D[e] --> glc-D[cN],Neuron
Fe2t_Neuron,fe2[e] <=> fe2[cN],Neuron
PEPCK_Neuron,gtp[cN] + oaa[cN] --> co2[cN] + gdp[cN] + pep[cN],Neuron
AA_PIt7_neuron,3.0 na1[e] + pi[e] <=> 3.0 na1[cN] + pi[cN],Neuron
AA_H2Ot_neuron,h2o[e] <=> h2o[cN],Neuron
AA2,na1[e] <=> na1[I],Exchange
ALDH1L1,10fthf[mA] + h2o[mA] + nadp[mA] --> co2[mA] + h[mA] + nadph[mA] + thf[mA],Astrocyte
